Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
5100 BLOCK OF SE POWELL BLVD,26-904768,3,Property,Property,Larceny: Shoplifting,Foster-Powell,2/23/2026,1653,Larceny Offenses,1,Shoplifting,45.497444725,-122.609578961,7661238,674517,2/24/2026,February 2026
5100 BLOCK OF SE WOODSTOCK BLVD,26-24019,3,Person,Person,Assault: Aggravated,Woodstock,1/25/2026,1150,Assault Offenses,1,Aggravated Assault,45.479120848,-122.609382279,7661114,667837,1/25/2026,January 2026
5100 BLOCK OF SE WOODSTOCK BLVD,26-24019,3,Person,Person,Assault: Simple/Intimidation,Woodstock,1/25/2026,1150,Assault Offenses,1,Simple Assault,45.479120848,-122.609382279,7661114,667837,1/25/2026,January 2026
5100 BLOCK OF SE WOODSTOCK BLVD,26-44613,3,Property,Property,Robbery,Woodstock,2/14/2026,424,Robbery,1,Robbery,45.479120848,-122.609382279,7661114,667837,2/14/2026,February 2026
5100 BLOCK OF SE WOODSTOCK BLVD,26-48615,3,Property,Property,Robbery,Woodstock,2/18/2026,403,Robbery,1,Robbery,45.479120848,-122.609382279,7661114,667837,2/18/2026,February 2026
5100 BLOCK OF SW 38TH PL,26-54054,4,Person,Person,Assault: Simple/Intimidation,Bridlemile,2/23/2026,1607,Assault Offenses,1,Simple Assault,45.486089848,-122.717289213,7633516,671118,2/23/2026,February 2026
5100 BLOCK OF SW 38TH PL,26-903689,4,Property,Property,Vandalism,Bridlemile,9/6/2025,140,Vandalism,1,Vandalism,45.486089848,-122.717289213,7633516,671118,2/13/2026,February 2026
5100 BLOCK OF SW 38TH PL,26-903929,4,Property,Property,Larceny: Other,Bridlemile,1/23/2026,1130,Larceny Offenses,1,Theft From Building,45.486089848,-122.717289213,7633516,671118,2/13/2026,February 2026
5100 BLOCK OF SW 38TH PL,26-903944,4,Property,Property,Larceny: Other,Bridlemile,1/28/2026,1115,Larceny Offenses,1,Theft From Building,45.486089848,-122.717289213,7633516,671118,2/12/2026,February 2026
5100 BLOCK OF SW BEAVERTON HILLSDALE HWY,26-900589,4,Property,Property,Larceny: Other,Hayhurst,12/31/2025,2100,Larceny Offenses,1,Theft From Building,45.487007763,-122.729963374,7630276,671542,1/7/2026,January 2026
5100 BLOCK OF SW SLAVIN RD,26-41412,4,Property,Property,Motor Vehicle Theft,South Portland,2/10/2026,1900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.485914076,-122.681486417,7642693,670804,2/11/2026,February 2026
5200 BLOCK OF N FESSENDEN ST,26-35906,2,Property,Property,Larceny: Other,Portsmouth,2/3/2026,800,Larceny Offenses,1,All Other Larceny,45.591162235,-122.720569048,7633728,709437,2/5/2026,February 2026
5200 BLOCK OF N FESSENDEN ST,26-902821,2,Property,Property,Larceny: Other,Portsmouth,2/1/2026,10,Larceny Offenses,1,All Other Larceny,45.591162235,-122.720569048,7633728,709437,2/1/2026,February 2026
5200 BLOCK OF N INTERSTATE AVE,26-366,2,Property,Property,Motor Vehicle Theft,Overlook,12/31/2025,500,Motor Vehicle Theft,1,Motor Vehicle Theft,45.560870306,-122.682403699,7643196,698130,1/1/2026,January 2026
5200 BLOCK OF N LOMBARD ST,26-36741,2,Property,Property,Burglary,Portsmouth,2/6/2026,0,Burglary,1,Burglary,45.581799619,-122.722054515,7633254,706035,2/6/2026,February 2026
5200 BLOCK OF N LOMBARD ST,26-901587,2,Property,Property,Vandalism,University Park,1/20/2026,1230,Vandalism,1,Vandalism,45.582078611,-122.723093054,7632991,706144,1/22/2026,January 2026
5200 BLOCK OF N LOMBARD ST,26-901604,2,Property,Property,Vandalism,University Park,1/20/2026,1400,Vandalism,1,Vandalism,45.582078611,-122.723093054,7632991,706144,1/21/2026,January 2026
5200 BLOCK OF N LOMBARD ST,26-901784,2,Property,Property,Vandalism,University Park,1/20/2026,1015,Vandalism,1,Vandalism,45.582078611,-122.723093054,7632991,706144,1/21/2026,January 2026
5200 BLOCK OF N VANCOUVER AVE,26-34011,2,Property,Property,Larceny: Other,Humboldt,2/3/2026,2340,Larceny Offenses,1,All Other Larceny,45.560795666,-122.668512054,7646752,698007,2/3/2026,February 2026
5200 BLOCK OF N VANCOUVER AVE,26-903886,2,Property,Property,Larceny: Other,Humboldt,2/11/2026,2130,Larceny Offenses,1,All Other Larceny,45.560795666,-122.668512054,7646752,698007,2/12/2026,February 2026
5200 BLOCK OF N WILLAMETTE BLVD,26-900248,2,Property,Property,Larceny: Other,University Park,12/31/2025,1915,Larceny Offenses,1,All Other Larceny,45.575352921,-122.726830023,7631967,703719,1/1/2026,January 2026
5200 BLOCK OF NE 32ND PL,26-900950,2,Property,Property,Vandalism,Concordia,1/9/2026,2130,Vandalism,1,Vandalism,45.560903300,-122.631650228,7656191,697795,1/10/2026,January 2026
5200 BLOCK OF NE 43RD AVE,26-904891,2,Property,Property,Larceny: Other,Cully,1/29/2026,1115,Larceny Offenses,1,All Other Larceny,45.561034972,-122.619481165,7659308,697761,2/3/2026,February 2026
5200 BLOCK OF NE 52ND AVE,26-900786,2,Property,Property,Vandalism,Cully,1/9/2026,130,Vandalism,1,Vandalism,45.561362232,-122.609592465,7661843,697814,1/9/2026,January 2026
5200 BLOCK OF NE COUCH ST,26-900743,3,Property,Property,Larceny: Other,North Tabor,1/7/2026,906,Larceny Offenses,1,All Other Larceny,45.523608304,-122.609555779,7661493,684053,1/8/2026,January 2026
5200 BLOCK OF S CORBETT AVE,26-46661,4,Property,Property,Larceny: Car Prowl - Other,South Portland,2/16/2026,815,Larceny Offenses,1,Theft From Motor Vehicle,45.485404112,-122.676840781,7643879,670586,2/16/2026,February 2026
5200 BLOCK OF S CORBETT AVE,26-901635,4,Property,Property,Larceny: Other,South Portland,1/19/2026,1800,Larceny Offenses,1,All Other Larceny,45.485403735,-122.676715949,7643911,670585,1/20/2026,January 2026
5200 BLOCK OF SE 48TH AVE,26-901452,3,Property,Property,Larceny: Car Prowl - Other,Woodstock,1/15/2026,0,Larceny Offenses,1,Theft From Motor Vehicle,45.485012740,-122.613489759,7660117,670012,1/15/2026,January 2026
5200 BLOCK OF SE 72ND AVE,26-37509,3,Property,Property,Motor Vehicle Theft,Mt Scott-Arleta,2/6/2026,2200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.484643233,-122.589153114,7666353,669715,2/7/2026,February 2026
5200 BLOCK OF SE 72ND AVE,26-901625,3,Property,Property,Vandalism,Mt Scott-Arleta,1/16/2026,1130,Vandalism,1,Vandalism,45.485032993,-122.589144043,7666359,669857,1/19/2026,January 2026
5200 BLOCK OF SE 122ND AVE,26-35516,1,Property,Property,Motor Vehicle Theft,Powellhurst-Gilbert,2/4/2026,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.484794497,-122.537833783,7679512,669434,2/5/2026,February 2026
5200 BLOCK OF SE FOSTER RD,26-904629,3,Property,Property,Fraud,Creston-Kenilworth,2/5/2026,2340,Fraud Offenses,1,Credit Card/ATM Fraud,45.495267667,-122.608308265,7661543,673715,2/23/2026,February 2026
5200 BLOCK OF SE JOHNSON CREEK BLVD,26-902257,3,Property,Property,Vandalism,Brentwood-Darlington,1/24/2026,900,Vandalism,1,Vandalism,45.459413660,-122.609208475,7660971,660653,1/26/2026,January 2026
5200 BLOCK OF SE LAMBERT ST,26-2185,3,Property,Property,Vandalism,Brentwood-Darlington,1/3/2026,512,Vandalism,1,Vandalism,45.467298232,-122.608947391,7661113,663525,1/3/2026,January 2026
5200 BLOCK OF SE REEDWAY ST,26-59055,3,Property,Property,Motor Vehicle Theft,Woodstock,2/28/2026,430,Motor Vehicle Theft,1,Motor Vehicle Theft,45.481790017,-122.608358107,7661402,668803,2/28/2026,February 2026
5200 BLOCK OF SE TENINO CT,26-2192,3,Property,Property,Burglary,Brentwood-Darlington,1/3/2026,0,Burglary,1,Burglary,45.464198097,-122.609534183,7660933,662399,1/3/2026,January 2026
5200 BLOCK OF SW WESTWOOD VW,26-903015,4,Property,Property,Larceny: Other,Hillsdale,2/10/2026,1249,Larceny Offenses,1,All Other Larceny,45.484766449,-122.689742654,7640565,670443,2/10/2026,February 2026
5300 BLOCK OF E BURNSIDE ST,26-18806,3,Property,Property,Vandalism,Mt Tabor,1/19/2026,1730,Vandalism,1,Vandalism,45.522839823,-122.608524147,7661750,683766,1/20/2026,January 2026
5300 BLOCK OF N WILLIAMS AVE,26-900301,2,Property,Property,Larceny: Car Prowl - Other,Humboldt,12/31/2025,2330,Larceny Offenses,1,Theft From Motor Vehicle,45.561905070,-122.666859340,7647186,698400,1/1/2026,January 2026
5300 BLOCK OF NE 24TH AVE,26-37660,2,Property,Property,Larceny: Other,Concordia,2/6/2026,1830,Larceny Offenses,1,Theft From Building,45.561824795,-122.640972721,7653813,698194,2/7/2026,February 2026
5300 BLOCK OF NE 24TH AVE,26-37660,2,Property,Property,Vandalism,Concordia,2/6/2026,1830,Vandalism,1,Vandalism,45.561824795,-122.640972721,7653813,698194,2/7/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-13371,2,Property,Property,Motor Vehicle Theft,Concordia,1/14/2026,1400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.561411214,-122.630595238,7656466,697973,1/14/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900016,2,Property,Property,Larceny: Shoplifting,Concordia,1/1/2026,1656,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/1/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900017,2,Property,Property,Larceny: Shoplifting,Concordia,12/29/2025,2001,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/1/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900045,2,Property,Property,Larceny: Shoplifting,Concordia,1/3/2026,1811,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/3/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900100,2,Property,Property,Larceny: Shoplifting,Concordia,1/2/2026,1940,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/2/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900108,2,Property,Property,Larceny: Shoplifting,Concordia,1/2/2026,1636,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/2/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900125,2,Property,Property,Larceny: Shoplifting,Concordia,1/1/2026,2128,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/2/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900138,2,Property,Property,Larceny: Shoplifting,Concordia,1/4/2026,1822,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/4/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900151,2,Property,Property,Larceny: Shoplifting,Concordia,1/3/2026,2158,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/4/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900161,2,Property,Property,Larceny: Shoplifting,Concordia,1/4/2026,1314,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/4/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900168,2,Property,Property,Larceny: Shoplifting,Concordia,12/31/2025,2031,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/1/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900629,2,Property,Property,Larceny: Shoplifting,Concordia,1/7/2026,1909,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/7/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900653,2,Property,Property,Larceny: Shoplifting,Concordia,1/7/2026,1727,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/7/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900726,2,Property,Property,Larceny: Shoplifting,Concordia,1/8/2026,1709,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/8/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900747,2,Property,Property,Larceny: Shoplifting,Concordia,1/8/2026,1649,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/8/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900799,2,Property,Property,Larceny: Shoplifting,Concordia,1/9/2026,1820,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/9/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900802,2,Property,Property,Larceny: Shoplifting,Concordia,1/9/2026,1818,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/9/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900829,2,Property,Property,Larceny: Shoplifting,Concordia,1/9/2026,1509,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/9/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900932,2,Property,Property,Larceny: Shoplifting,Concordia,1/11/2026,1811,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/11/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900933,2,Property,Property,Larceny: Shoplifting,Concordia,1/11/2026,1930,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/11/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900936,2,Property,Property,Larceny: Shoplifting,Concordia,1/11/2026,1640,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/11/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-900937,2,Property,Property,Larceny: Shoplifting,Concordia,1/8/2026,1914,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/11/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901220,2,Property,Property,Larceny: Shoplifting,Concordia,1/12/2026,1733,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/14/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901228,2,Property,Property,Larceny: Shoplifting,Concordia,1/11/2026,2142,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/14/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901293,2,Property,Property,Larceny: Shoplifting,Concordia,1/14/2026,1755,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/15/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901341,2,Property,Property,Larceny: Shoplifting,Concordia,1/15/2026,1520,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/15/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901347,2,Property,Property,Larceny: Shoplifting,Concordia,1/15/2026,1749,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/15/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901350,2,Property,Property,Larceny: Shoplifting,Concordia,1/14/2026,2157,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/15/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901391,2,Property,Property,Larceny: Shoplifting,Concordia,1/16/2026,1654,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/16/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901411,2,Property,Property,Larceny: Shoplifting,Concordia,1/14/2026,740,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/16/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901425,2,Property,Property,Larceny: Shoplifting,Concordia,1/17/2026,2010,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/17/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901429,2,Property,Property,Larceny: Shoplifting,Concordia,1/17/2026,1434,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/17/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901462,2,Property,Property,Larceny: Shoplifting,Concordia,1/18/2026,1517,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/18/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901809,2,Property,Property,Larceny: Shoplifting,Concordia,1/21/2026,1521,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/21/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901823,2,Property,Property,Larceny: Shoplifting,Concordia,1/21/2026,2033,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/21/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901826,2,Property,Property,Larceny: Shoplifting,Concordia,1/21/2026,1827,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/21/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901882,2,Property,Property,Larceny: Shoplifting,Concordia,1/23/2026,1911,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/23/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901922,2,Property,Property,Larceny: Shoplifting,Concordia,1/22/2026,733,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/22/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-901943,2,Property,Property,Larceny: Shoplifting,Concordia,1/23/2026,1633,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/23/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902066,2,Property,Property,Larceny: Shoplifting,Concordia,1/23/2026,2145,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/24/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902430,2,Property,Property,Larceny: Shoplifting,Concordia,1/26/2026,1724,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/28/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902452,2,Property,Property,Larceny: Shoplifting,Concordia,1/29/2026,1809,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/29/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902462,2,Property,Property,Larceny: Shoplifting,Concordia,1/25/2026,1652,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/28/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902463,2,Property,Property,Larceny: Shoplifting,Concordia,1/28/2026,1608,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/28/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902512,2,Property,Property,Larceny: Shoplifting,Concordia,1/28/2026,1055,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/29/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902519,2,Property,Property,Larceny: Shoplifting,Concordia,1/29/2026,1212,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/29/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902782,2,Property,Property,Larceny: Shoplifting,Concordia,2/1/2026,1800,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/1/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-902935,2,Property,Property,Larceny: Shoplifting,Concordia,1/29/2026,1203,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/31/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-902983,2,Property,Property,Larceny: Shoplifting,Concordia,2/4/2026,1853,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/4/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-902985,2,Property,Property,Larceny: Shoplifting,Concordia,2/5/2026,1529,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/5/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903140,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,1524,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903141,2,Property,Property,Larceny: Shoplifting,Concordia,1/29/2026,1509,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903142,2,Property,Property,Larceny: Shoplifting,Concordia,2/12/2026,1901,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/12/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903143,2,Property,Property,Larceny: Shoplifting,Concordia,2/12/2026,1726,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/12/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903144,2,Property,Property,Larceny: Shoplifting,Concordia,2/11/2026,1934,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/11/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903145,2,Property,Property,Larceny: Shoplifting,Concordia,2/9/2026,1816,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/11/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903146,2,Property,Property,Larceny: Shoplifting,Concordia,2/8/2026,1756,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/8/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903147,2,Property,Property,Larceny: Shoplifting,Concordia,2/8/2026,908,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/8/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903149,2,Property,Property,Larceny: Shoplifting,Concordia,2/6/2026,722,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/6/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903150,2,Property,Property,Larceny: Shoplifting,Concordia,2/5/2026,1157,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/6/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903151,2,Property,Property,Larceny: Shoplifting,Concordia,2/5/2026,1613,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/5/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903152,2,Property,Property,Larceny: Shoplifting,Concordia,2/4/2026,1947,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/5/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903153,2,Property,Property,Larceny: Shoplifting,Concordia,2/4/2026,1604,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/4/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903154,2,Property,Property,Larceny: Shoplifting,Concordia,2/2/2026,1639,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/4/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903155,2,Property,Property,Larceny: Shoplifting,Concordia,2/2/2026,1235,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/4/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903156,2,Property,Property,Larceny: Shoplifting,Concordia,2/1/2026,808,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/1/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903157,2,Property,Property,Larceny: Shoplifting,Concordia,2/1/2026,810,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/1/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-903158,2,Property,Property,Larceny: Shoplifting,Concordia,1/28/2026,1607,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/31/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903159,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,2019,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903160,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,1934,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903161,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,1515,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-904276,2,Property,Property,Larceny: Shoplifting,Concordia,2/18/2026,1116,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/18/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904311,2,Property,Property,Larceny: Shoplifting,Concordia,2/17/2026,713,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/18/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904313,2,Property,Property,Larceny: Shoplifting,Concordia,2/18/2026,1651,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/18/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904317,2,Property,Property,Larceny: Shoplifting,Concordia,2/18/2026,1815,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/18/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904365,2,Property,Property,Larceny: Shoplifting,Concordia,2/19/2026,1520,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/19/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904406,2,Property,Property,Larceny: Shoplifting,Concordia,2/19/2026,1025,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/19/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904483,2,Property,Property,Larceny: Shoplifting,Concordia,2/21/2026,1853,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/21/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904486,2,Property,Property,Larceny: Shoplifting,Concordia,2/21/2026,841,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/21/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904518,2,Property,Property,Larceny: Shoplifting,Concordia,2/20/2026,903,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/20/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904520,2,Property,Property,Larceny: Shoplifting,Concordia,2/20/2026,700,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/20/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904644,2,Property,Property,Larceny: Shoplifting,Concordia,2/21/2026,2009,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/22/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904658,2,Property,Property,Larceny: Shoplifting,Concordia,2/22/2026,1627,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/22/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904662,2,Property,Property,Larceny: Shoplifting,Concordia,2/22/2026,1650,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/22/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904846,2,Property,Property,Larceny: Shoplifting,Concordia,2/23/2026,1817,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/25/2026,February 2026
