Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
,26-X6141811,4,Person,Person,Assault: Simple/Intimidation,Old Town/Chinatown,2/5/2026,800,Assault Offenses,1,Simple Assault,,,,,2/5/2026,February 2026
,26-X6141936,3,Property,Property,Other Property Offenses,Brentwood-Darlington,2/5/2026,1412,Extortion/Blackmail,1,Extortion/Blackmail,,,,,2/5/2026,February 2026
,26-X6141941,1,Person,Person,Assault: Simple/Intimidation,Pleasant Valley,1/30/2026,1408,Assault Offenses,1,Simple Assault,,,,,1/30/2026,January 2026
,26-X6141943,1,Person,Person,Assault: Simple/Intimidation,Lents,2/5/2026,1501,Assault Offenses,1,Simple Assault,,,,,2/5/2026,February 2026
,26-X6141955,1,Person,Person,Assault: Simple/Intimidation,Lents,1/31/2026,800,Assault Offenses,1,Simple Assault,,,,,1/31/2026,January 2026
,26-X6141986,1,Person,Person,Assault: Simple/Intimidation,Mill Park,2/1/2026,1126,Assault Offenses,1,Simple Assault,,,,,2/1/2026,February 2026
,26-X6142031,1,Person,Person,Assault: Aggravated,Powellhurst-Gilbert,2/1/2026,2213,Assault Offenses,1,Aggravated Assault,,,,,2/1/2026,February 2026
,26-X6142031,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/1/2026,2213,Assault Offenses,1,Simple Assault,,,,,2/1/2026,February 2026
,26-X6142033,2,Person,Person,Assault: Simple/Intimidation,Portsmouth,2/5/2026,1833,Assault Offenses,1,Simple Assault,,,,,2/5/2026,February 2026
,26-X6142053,1,Person,Person,Assault: Simple/Intimidation,Lents,2/2/2026,2305,Assault Offenses,1,Simple Assault,,,,,2/2/2026,February 2026
,26-X6142060,2,Person,Person,Assault: Simple/Intimidation,Portsmouth,2/3/2026,1800,Assault Offenses,1,Simple Assault,,,,,2/3/2026,February 2026
,26-X6142071,1,Person,Person,Assault: Simple/Intimidation,Centennial,2/1/2026,1700,Assault Offenses,1,Simple Assault,,,,,2/4/2026,February 2026
,26-X6142077,1,Person,Person,Assault: Aggravated,Mill Park,2/6/2026,205,Assault Offenses,1,Aggravated Assault,,,,,2/6/2026,February 2026
,26-X6142099,3,Person,Person,Assault: Aggravated,North Tabor,1/31/2026,22,Assault Offenses,1,Aggravated Assault,,,,,1/31/2026,January 2026
,26-X6142220,3,Person,Person,Sex Offenses,South Tabor,2/2/2026,1400,Sex Offenses,1,Rape,,,,,2/4/2026,February 2026
,26-X6142238,1,Property,Property,Larceny: Other,Mill Park,1/14/2026,1800,Larceny Offenses,1,All Other Larceny,,,,,1/14/2026,January 2026
,26-X6142254,3,Person,Person,Assault: Simple/Intimidation,Foster-Powell,11/24/2025,1200,Assault Offenses,1,Simple Assault,,,,,2/4/2026,February 2026
,26-X6142267,,Property,Property,Fraud,Other,2/5/2026,2125,Fraud Offenses,1,Hacking/Computer Invasion,,,,,2/5/2026,February 2026
,26-X6142276,3,Property,Property,Larceny: Car Prowl - Other,Montavilla,1/14/2026,0,Larceny Offenses,1,Theft From Motor Vehicle,,,,,1/14/2026,January 2026
,26-X6142456,1,Person,Person,Sex Offenses,Powellhurst-Gilbert,1/28/2026,0,Sex Offenses,1,Rape,,,,,2/4/2026,February 2026
,26-X6142552,1,Person,Person,Assault: Simple/Intimidation,Mill Park,2/6/2026,1911,Assault Offenses,1,Simple Assault,,,,,2/6/2026,February 2026
,26-X6142581,1,Person,Person,Assault: Simple/Intimidation,Argay,2/6/2026,1829,Assault Offenses,1,Simple Assault,,,,,2/6/2026,February 2026
,26-X6142602,3,Person,Person,Assault: Aggravated,Mt Scott-Arleta,2/2/2026,2318,Assault Offenses,1,Aggravated Assault,,,,,2/6/2026,February 2026
,26-X6142698,3,Person,Person,Assault: Simple/Intimidation,South Tabor,2/7/2026,204,Assault Offenses,1,Simple Assault,,,,,2/7/2026,February 2026
,26-X6142806,3,Person,Person,Sex Offenses,Sunnyside,12/31/2025,1900,Sex Offenses,1,Fondling,,,,,1/25/2026,January 2026
,26-X6142849,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,2/7/2026,307,Assault Offenses,1,Simple Assault,,,,,2/7/2026,February 2026
,26-X6142921,2,Person,Person,Sex Offenses,Eliot,2/5/2026,2145,Sex Offenses,1,Statutory Rape,,,,,2/5/2026,February 2026
,26-X6142930,2,Person,Person,Sex Offenses,Piedmont,2/6/2026,452,Sex Offenses,1,Rape,,,,,2/6/2026,February 2026
,26-X6142935,4,Person,Person,Sex Offenses,Downtown,12/1/2021,0,Sex Offenses,1,Rape,,,,,2/6/2026,February 2026
,26-X6142940,3,Person,Person,Assault: Simple/Intimidation,Kerns,2/5/2026,1227,Assault Offenses,1,Simple Assault,,,,,2/6/2026,February 2026
,26-X6142958,1,Person,Person,Assault: Simple/Intimidation,Mill Park,2/6/2026,1221,Assault Offenses,1,Simple Assault,,,,,2/6/2026,February 2026
,26-X6143076,4,Person,Person,Assault: Simple/Intimidation,West Portland Park,2/6/2026,2247,Assault Offenses,1,Simple Assault,,,,,2/6/2026,February 2026
,26-X6143077,2,Person,Person,Assault: Simple/Intimidation,St Johns,2/6/2026,1904,Assault Offenses,1,Simple Assault,,,,,2/6/2026,February 2026
,26-X6143081,1,Person,Person,Assault: Simple/Intimidation,Centennial,2/6/2026,2000,Assault Offenses,1,Simple Assault,,,,,2/7/2026,February 2026
,26-X6143084,2,Person,Person,Assault: Simple/Intimidation,St Johns,2/7/2026,2033,Assault Offenses,1,Simple Assault,,,,,2/7/2026,February 2026
,26-X6143086,3,Person,Person,Assault: Simple/Intimidation,Buckman West,2/7/2026,2246,Assault Offenses,1,Simple Assault,,,,,2/7/2026,February 2026
,26-X6143092,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/7/2026,2334,Assault Offenses,1,Simple Assault,,,,,2/7/2026,February 2026
,26-X6143095,4,Person,Person,Assault: Simple/Intimidation,Bridlemile,2/8/2026,300,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143115,1,Person,Person,Assault: Aggravated,Centennial,2/8/2026,132,Assault Offenses,1,Aggravated Assault,,,,,2/8/2026,February 2026
,26-X6143184,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/7/2026,2100,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143185,2,Person,Person,Assault: Simple/Intimidation,Portsmouth,2/8/2026,208,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143203,1,Property,Property,Vandalism,Argay,2/8/2026,649,Vandalism,1,Vandalism,,,,,2/8/2026,February 2026
,26-X6143279,2,Person,Person,Sex Offenses,Lloyd,1/17/2026,2357,Sex Offenses,1,Fondling,,,,,1/17/2026,January 2026
,26-X6143421,2,Person,Person,Assault: Simple/Intimidation,Cully,2/8/2026,1606,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143433,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/9/2026,38,Assault Offenses,1,Simple Assault,,,,,2/9/2026,February 2026
,26-X6143465,1,Person,Person,Assault: Aggravated,Lents,2/8/2026,2228,Assault Offenses,1,Aggravated Assault,,,,,2/8/2026,February 2026
,26-X6143470,1,Person,Person,Assault: Aggravated,Sumner,2/8/2026,949,Assault Offenses,1,Aggravated Assault,,,,,2/8/2026,February 2026
,26-X6143479,1,Person,Person,Assault: Aggravated,Powellhurst-Gilbert,2/9/2026,218,Assault Offenses,1,Aggravated Assault,,,,,2/9/2026,February 2026
,26-X6143499,2,Person,Person,Assault: Simple/Intimidation,St Johns,2/8/2026,1123,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143514,4,Person,Person,Assault: Simple/Intimidation,Multnomah,2/8/2026,2138,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143530,2,Person,Person,Assault: Simple/Intimidation,Irvington,2/9/2026,923,Assault Offenses,1,Simple Assault,,,,,2/9/2026,February 2026
,26-X6143533,2,Property,Property,Burglary,Kenton,2/8/2026,2324,Burglary,1,Burglary,,,,,2/8/2026,February 2026
,26-X6143538,,Society,Society,Other Society Offenses,Other,2/9/2026,457,Pornography/Obscene Material,1,Pornography/Obscene Material,,,,,2/9/2026,February 2026
,26-X6143646,1,Person,Person,Assault: Simple/Intimidation,Mill Park,2/9/2026,438,Assault Offenses,1,Simple Assault,,,,,2/9/2026,February 2026
,26-X6143648,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/9/2026,1243,Assault Offenses,1,Simple Assault,,,,,2/9/2026,February 2026
,26-X6143681,2,Property,Property,Fraud,Alameda,1/2/2026,1713,Fraud Offenses,1,Identity Theft,,,,,1/19/2026,January 2026
,26-X6143693,1,Person,Person,Assault: Aggravated,Glenfair,2/9/2026,1707,Assault Offenses,1,Aggravated Assault,,,,,2/9/2026,February 2026
,26-X6143760,1,Person,Person,Assault: Simple/Intimidation,Centennial,2/9/2026,1851,Assault Offenses,1,Simple Assault,,,,,2/9/2026,February 2026
,26-X6143775,2,Person,Person,Assault: Simple/Intimidation,Hayden Island,2/10/2026,341,Assault Offenses,1,Simple Assault,,,,,2/10/2026,February 2026
,26-X6143784,1,Person,Person,Assault: Aggravated,Lents,2/8/2026,1155,Assault Offenses,1,Aggravated Assault,,,,,2/9/2026,February 2026
,26-X6143793,2,Person,Person,Assault: Aggravated,Eliot,2/9/2026,1918,Assault Offenses,1,Aggravated Assault,,,,,2/9/2026,February 2026
,26-X6143798,3,Person,Person,Assault: Simple/Intimidation,Kerns,2/8/2026,2338,Assault Offenses,1,Simple Assault,,,,,2/8/2026,February 2026
,26-X6143826,2,Person,Person,Assault: Simple/Intimidation,Piedmont,2/9/2026,1010,Assault Offenses,1,Intimidation,,,,,2/9/2026,February 2026
,26-X6143847,1,Person,Person,Sex Offenses,Parkrose,1/1/2020,0,Sex Offenses,1,Rape,,,,,2/6/2026,February 2026
,26-X6143958,,Property,Property,Fraud,Other,7/1/2015,1830,Fraud Offenses,1,Identity Theft,,,,,1/29/2026,January 2026
,26-X6143994,1,Person,Person,Assault: Simple/Intimidation,Parkrose,2/10/2026,1939,Assault Offenses,1,Simple Assault,,,,,2/10/2026,February 2026
,26-X6144004,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/10/2026,151,Assault Offenses,1,Simple Assault,,,,,2/10/2026,February 2026
,26-X6144005,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/10/2026,2224,Assault Offenses,1,Simple Assault,,,,,2/10/2026,February 2026
,26-X6144010,2,Person,Person,Assault: Simple/Intimidation,Cully,2/10/2026,406,Assault Offenses,1,Simple Assault,,,,,2/10/2026,February 2026
,26-X6144019,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,2/10/2026,835,Assault Offenses,1,Intimidation,,,,,2/10/2026,February 2026
,26-X6144156,1,Person,Person,Assault: Simple/Intimidation,Lents,2/10/2026,1230,Assault Offenses,1,Simple Assault,,,,,2/10/2026,February 2026
,26-X6144162,2,Person,Person,Assault: Simple/Intimidation,Hayden Island,2/11/2026,217,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144233,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/11/2026,622,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144255,1,Person,Person,Sex Offenses,Hazelwood,1/18/2026,900,Sex Offenses,1,Fondling,,,,,1/20/2026,January 2026
,26-X6144401,1,Property,Property,Larceny: Other,Argay,1/22/2026,1230,Larceny Offenses,1,Theft From Building,,,,,1/22/2026,January 2026
,26-X6144457,2,Person,Person,Sex Offenses,Piedmont,1/22/2026,1700,Sex Offenses,1,Fondling,,,,,1/23/2026,January 2026
,26-X6144542,2,Property,Property,Larceny: Other,St Johns,1/18/2026,1700,Larceny Offenses,1,All Other Larceny,,,,,1/19/2026,January 2026
,26-X6144564,1,Person,Person,Assault: Simple/Intimidation,Centennial,2/11/2026,1904,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144587,2,Person,Person,Assault: Aggravated,Arbor Lodge,2/11/2026,1409,Assault Offenses,1,Aggravated Assault,,,,,2/11/2026,February 2026
,26-X6144590,3,Person,Person,Assault: Simple/Intimidation,Richmond,11/21/2025,1200,Assault Offenses,1,Intimidation,,,,,2/4/2026,February 2026
,26-X6144590,3,Property,Property,Burglary,Richmond,11/21/2025,1200,Burglary,1,Burglary,,,,,2/4/2026,February 2026
,26-X6144611,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,2/11/2026,1945,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144616,3,Person,Person,Assault: Simple/Intimidation,Buckman East,2/8/2026,1,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144617,3,Person,Person,Assault: Simple/Intimidation,North Tabor,2/11/2026,1749,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144618,2,Person,Person,Assault: Simple/Intimidation,Cully,2/11/2026,2153,Assault Offenses,1,Simple Assault,,,,,2/11/2026,February 2026
,26-X6144647,3,Person,Person,Sex Offenses,Buckman West,2/8/2026,300,Sex Offenses,1,Sexual Assault With An Object,,,,,2/10/2026,February 2026
,26-X6144673,4,Person,Person,Assault: Simple/Intimidation,Southwest Hills,2/8/2026,1330,Assault Offenses,1,Intimidation,,,,,2/8/2026,February 2026
,26-X6144792,4,Person,Person,Sex Offenses,Downtown,1/29/2023,0,Sex Offenses,1,Statutory Rape,,,,,2/12/2026,February 2026
,26-X6144916,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/31/2026,2100,Assault Offenses,1,Simple Assault,,,,,2/3/2026,February 2026
,26-X6144919,1,Person,Person,Assault: Simple/Intimidation,Centennial,2/12/2026,1050,Assault Offenses,1,Simple Assault,,,,,2/12/2026,February 2026
,26-X6144924,2,Person,Person,Assault: Simple/Intimidation,Arbor Lodge,7/1/2025,0,Assault Offenses,1,Intimidation,,,,,2/12/2026,February 2026
,26-X6144938,4,Person,Person,Assault: Aggravated,Northwest,2/12/2026,1718,Assault Offenses,1,Aggravated Assault,,,,,2/12/2026,February 2026
,26-X6144938,4,Society,Society,Weapon Law Violations,Northwest,2/12/2026,1718,Weapon Law Violations,1,Weapons Law Violations,,,,,2/12/2026,February 2026
,26-X6144979,4,Person,Person,Assault: Simple/Intimidation,Sellwood-Moreland,2/13/2026,9,Assault Offenses,1,Simple Assault,,,,,2/13/2026,February 2026
,26-X6145032,2,Person,Person,Sex Offenses,Eliot,2/12/2026,145,Sex Offenses,1,Rape,,,,,2/12/2026,February 2026
,26-X6145048,2,Person,Person,Assault: Aggravated,Concordia,2/13/2026,124,Assault Offenses,1,Aggravated Assault,,,,,2/13/2026,February 2026
,26-X6145111,1,Person,Person,Assault: Aggravated,Hazelwood,2/12/2026,2138,Assault Offenses,1,Aggravated Assault,,,,,2/12/2026,February 2026
,26-X6145111,1,Society,Society,Weapon Law Violations,Hazelwood,2/12/2026,2138,Weapon Law Violations,1,Weapons Law Violations,,,,,2/12/2026,February 2026
,26-X6145133,4,Person,Person,Human Trafficking Offenses,Northwest,1/15/2025,800,Human Trafficking Offenses,1,Involuntary Servitude,,,,,1/26/2026,January 2026
,26-X6145177,2,Person,Person,Assault: Simple/Intimidation,East Columbia,2/12/2026,1842,Assault Offenses,1,Simple Assault,,,,,2/12/2026,February 2026
,26-X6145195,2,Person,Person,Assault: Simple/Intimidation,Piedmont,2/13/2026,632,Assault Offenses,1,Simple Assault,,,,,2/13/2026,February 2026
,26-X6145195,2,Society,Society,Weapon Law Violations,Piedmont,2/13/2026,632,Weapon Law Violations,1,Weapons Law Violations,,,,,2/13/2026,February 2026
,26-X6145288,2,Property,Property,Larceny: Car Prowl - Other,Portsmouth,1/26/2026,200,Larceny Offenses,1,Theft From Motor Vehicle,,,,,1/26/2026,January 2026
,26-X6145288,2,Property,Property,Vandalism,Portsmouth,1/26/2026,200,Vandalism,1,Vandalism,,,,,1/26/2026,January 2026
,26-X6145320,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/12/2026,1350,Assault Offenses,1,Simple Assault,,,,,2/12/2026,February 2026
,26-X6145329,4,Person,Person,Assault: Aggravated,Downtown,2/12/2026,1400,Assault Offenses,1,Aggravated Assault,,,,,2/12/2026,February 2026
,26-X6145366,2,Property,Property,Burglary,Portsmouth,2/12/2026,1934,Burglary,1,Burglary,,,,,2/12/2026,February 2026
,26-X6145366,2,Property,Property,Robbery,Portsmouth,2/12/2026,1934,Robbery,1,Robbery,,,,,2/12/2026,February 2026
,26-X6145385,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/10/2026,821,Assault Offenses,1,Simple Assault,,,,,2/13/2026,February 2026
,26-X6145546,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,2/13/2026,1951,Assault Offenses,1,Simple Assault,,,,,2/13/2026,February 2026
,26-X6145555,2,Person,Person,Assault: Simple/Intimidation,Eliot,2/13/2026,1210,Assault Offenses,1,Intimidation,,,,,2/13/2026,February 2026
,26-X6145567,4,Property,Property,Fraud,Markham,1/22/2026,1709,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,,,,,1/28/2026,January 2026
,26-X6145701,3,Person,Person,Assault: Simple/Intimidation,Hosford-Abernethy,2/14/2026,306,Assault Offenses,1,Simple Assault,,,,,2/14/2026,February 2026
,26-X6145756,3,Person,Person,Assault: Simple/Intimidation,Creston-Kenilworth,2/13/2026,2126,Assault Offenses,1,Simple Assault,,,,,2/13/2026,February 2026
,26-X6145784,3,Person,Person,Sex Offenses,Foster-Powell,11/6/2025,1531,Sex Offenses,1,Fondling,,,,,1/28/2026,January 2026
,26-X6146064,3,Person,Person,Assault: Aggravated,Creston-Kenilworth,2/14/2026,2049,Assault Offenses,1,Aggravated Assault,,,,,2/14/2026,February 2026
,26-X6146064,3,Person,Person,Assault: Simple/Intimidation,Creston-Kenilworth,2/14/2026,2049,Assault Offenses,1,Simple Assault,,,,,2/14/2026,February 2026
,26-X6146095,3,Person,Person,Assault: Aggravated,Foster-Powell,2/15/2026,2,Assault Offenses,1,Aggravated Assault,,,,,2/15/2026,February 2026
,26-X6146124,1,Person,Person,Assault: Simple/Intimidation,Lents,2/14/2026,1842,Assault Offenses,1,Simple Assault,,,,,2/14/2026,February 2026
,26-X6146152,1,Person,Person,Assault: Aggravated,Centennial,2/15/2026,601,Assault Offenses,1,Aggravated Assault,,,,,2/15/2026,February 2026
,26-X6146158,2,Person,Person,Sex Offenses,Overlook,2/10/2026,1,Sex Offenses,1,Rape,,,,,2/14/2026,February 2026
,26-X6146159,2,Person,Person,Assault: Simple/Intimidation,Kenton,2/14/2026,1334,Assault Offenses,1,Intimidation,,,,,2/14/2026,February 2026
,26-X6146307,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/14/2026,1057,Assault Offenses,1,Simple Assault,,,,,2/14/2026,February 2026
,26-X6146315,1,Person,Person,Assault: Simple/Intimidation,Glenfair,2/14/2026,2103,Assault Offenses,1,Simple Assault,,,,,2/14/2026,February 2026
,26-X6146332,4,Person,Person,Assault: Aggravated,Pearl,2/15/2026,8,Assault Offenses,1,Aggravated Assault,,,,,2/15/2026,February 2026
,26-X6146336,3,Person,Person,Assault: Simple/Intimidation,Kerns,2/15/2026,14,Assault Offenses,1,Simple Assault,,,,,2/15/2026,February 2026
,26-X6146342,3,Person,Person,Assault: Aggravated,Brooklyn,2/15/2026,742,Assault Offenses,1,Aggravated Assault,,,,,2/15/2026,February 2026
,26-X6146346,2,Person,Person,Assault: Aggravated,Concordia,2/15/2026,900,Assault Offenses,1,Aggravated Assault,,,,,2/15/2026,February 2026
,26-X6146352,2,Person,Person,Assault: Simple/Intimidation,St Johns,2/15/2026,1910,Assault Offenses,1,Simple Assault,,,,,2/15/2026,February 2026
,26-X6146361,2,Person,Person,Assault: Simple/Intimidation,Eliot,2/15/2026,1424,Assault Offenses,1,Simple Assault,,,,,2/15/2026,February 2026
,26-X6146376,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,2/15/2026,1505,Assault Offenses,1,Simple Assault,,,,,2/15/2026,February 2026
,26-X6146376,1,Property,Property,Vandalism,Powellhurst-Gilbert,2/15/2026,1505,Vandalism,1,Vandalism,,,,,2/15/2026,February 2026
,26-X6146410,1,Person,Person,Assault: Aggravated,Lents,2/15/2026,1533,Assault Offenses,1,Aggravated Assault,,,,,2/15/2026,February 2026
,26-X6146411,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,2/15/2026,2120,Assault Offenses,1,Intimidation,,,,,2/15/2026,February 2026
,26-X6146418,1,Person,Person,Assault: Aggravated,Mill Park,2/15/2026,2202,Assault Offenses,1,Aggravated Assault,,,,,2/16/2026,February 2026
,26-X6146497,4,Person,Person,Assault: Aggravated,Ardenwald,2/16/2026,1120,Assault Offenses,1,Aggravated Assault,,,,,2/16/2026,February 2026
,26-X6146497,4,Society,Society,Weapon Law Violations,Ardenwald,2/16/2026,1120,Weapon Law Violations,1,Weapons Law Violations,,,,,2/16/2026,February 2026
,26-X6146505,4,Person,Person,Assault: Simple/Intimidation,Bridlemile,2/14/2026,2300,Assault Offenses,1,Simple Assault,,,,,2/15/2026,February 2026
,26-X6146531,1,Person,Person,Assault: Aggravated,Lents,2/14/2026,2305,Assault Offenses,1,Aggravated Assault,,,,,2/14/2026,February 2026
,26-X6146535,2,Person,Person,Assault: Simple/Intimidation,Lloyd,2/15/2026,1315,Assault Offenses,1,Intimidation,,,,,2/15/2026,February 2026
,26-X6146585,,Person,Person,Sex Offenses,Other,10/7/2023,0,Sex Offenses,1,Statutory Rape,,,,,2/16/2026,February 2026
,26-X6146601,3,Person,Person,Sex Offenses,Madison South,9/1/2025,1730,Sex Offenses,1,Rape,,,,,2/16/2026,February 2026
,26-X6146616,3,Person,Person,Assault: Simple/Intimidation,Madison South,2/16/2026,936,Assault Offenses,1,Simple Assault,,,,,2/16/2026,February 2026
,26-X6146671,4,Property,Property,Robbery,Southwest Hills,2/16/2026,1630,Robbery,1,Robbery,,,,,2/16/2026,February 2026
,26-X6146675,4,Property,Property,Larceny: Car Prowl - Other,Pearl,1/31/2026,2210,Larceny Offenses,1,Theft From Motor Vehicle,,,,,1/31/2026,January 2026
,26-X6146689,2,Person,Person,Assault: Aggravated,Humboldt,2/16/2026,2143,Assault Offenses,1,Aggravated Assault,,,,,2/16/2026,February 2026
,26-X6146692,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/16/2026,2028,Assault Offenses,1,Simple Assault,,,,,2/16/2026,February 2026
